HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N3.HOG0002713	OG0002492	n0		CCC28497.1		ALV12349.1	
N3.HOG0002714	OG0002493	n0		CCC28503.1		ALV12355.1	
N3.HOG0002715	OG0002494	n0		CCC28507.1		ALV12357.1	
N3.HOG0002716	OG0002495	n0		CCC28514.1		ALV11915.1, ALV12359.1	
N3.HOG0002717	OG0002496	n0		CCC28516.1		ALV12361.1	
N3.HOG0002718	OG0002497	n0		CCC28518.1		ALV12363.1	
N3.HOG0002719	OG0002498	n0		CCC28519.1		ALV13189.1	
N3.HOG0002720	OG0002499	n0		CCC28523.1		ALV13190.1	
N3.HOG0002721	OG0002500	n0		CCC28524.1		ALV12367.1	
N3.HOG0002722	OG0002501	n0		CCC28529.1		ALV12371.1	
N3.HOG0002723	OG0002502	n0		CCC28530.1		ALV12372.1	
N3.HOG0002724	OG0002503	n0		CCC28531.1		ALV12373.1	
N3.HOG0002725	OG0002504	n0		CCC28532.1		ALV12374.1	
N3.HOG0002726	OG0002505	n0		CCC28533.1		ALV13192.1	
N3.HOG0002727	OG0002506	n0		CCC28534.1		ALV12375.1	
N3.HOG0002728	OG0002507	n0		CCC28535.1		ALV12376.1	
N3.HOG0002729	OG0002508	n0		CCC28536.1		ALV12377.1	
N3.HOG0002730	OG0002509	n0		CCC28545.1		ALV12385.1	
N3.HOG0002731	OG0002510	n0		CCC28567.1		ALV13198.1	
N3.HOG0002732	OG0002511	n0		CCC28573.1		ALV12404.1	
N3.HOG0002733	OG0002512	n0		CCC28574.1		ALV12405.1	
N3.HOG0002734	OG0002513	n0		CCC28575.1		ALV12406.1	
N3.HOG0002735	OG0002514	n0		CCC28576.1		ALV12407.1	
N3.HOG0002736	OG0002515	n0		CCC28577.1		ALV12408.1	
N3.HOG0002737	OG0002516	n0		CCC28578.1		ALV12409.1	
N3.HOG0002738	OG0002517	n0		CCC28579.1		ALV13199.1	
N3.HOG0002739	OG0002518	n0		CCC28580.1		ALV12410.1	
N3.HOG0002740	OG0002519	n0		CCC28581.1		ALV12411.1	
N3.HOG0002741	OG0002520	n0		CCC28584.1		ALV12414.1	
N3.HOG0002742	OG0002521	n0		CCC28586.1		ALV12416.1	
N3.HOG0002743	OG0002522	n0		CCC28588.1		ALV12418.1	
N3.HOG0002744	OG0002523	n0		CCC28597.1		ALV13200.1	
N3.HOG0002745	OG0002524	n0		CCC28600.1		ALV12428.1	
N3.HOG0002746	OG0002525	n0		CCC28602.1		ALV12430.1	
N3.HOG0002747	OG0002526	n0		CCC28603.1		ALV12431.1	
N3.HOG0002748	OG0002527	n0		CCC28604.1		ALV12432.1	
N3.HOG0002749	OG0002528	n0		CCC28606.1		ALV12434.1	
N3.HOG0002750	OG0002529	n0		CCC28607.1		ALV12435.1	
N3.HOG0002751	OG0002530	n0		CCC28608.1		ALV12436.1	
N3.HOG0002752	OG0002531	n0		CCC28611.1		ALV12439.1	
N3.HOG0002753	OG0002532	n0		CCC28612.1		ALV12440.1	
N3.HOG0002754	OG0002533	n0		CCC28615.1		ALV12443.1	
N3.HOG0002755	OG0002534	n0		CCC28616.1		ALV12444.1	
N3.HOG0002756	OG0002535	n0		CCC28619.1		ALV12446.1	
N3.HOG0002757	OG0002536	n0		CCC28621.1		ALV12448.1	
N3.HOG0002758	OG0002537	n0		CCC28623.1		ALV13203.1	
N3.HOG0002759	OG0002538	n0		CCC28624.1		ALV12450.1	
N3.HOG0002760	OG0002539	n0		CCC28625.1		ALV12451.1	
N3.HOG0002761	OG0002540	n0		CCC28627.1		ALV12453.1	
N3.HOG0002762	OG0002541	n0		CCC28628.1		ALV12454.1	
N3.HOG0002763	OG0002542	n0		CCC28629.1		ALV12455.1	
N3.HOG0002764	OG0002543	n0		CCC28631.1		ALV12457.1	
N3.HOG0002765	OG0002544	n0		CCC28632.1		ALV12458.1	
N3.HOG0002766	OG0002545	n0		CCC28633.1		ALV12459.1	
N3.HOG0002767	OG0002546	n0		CCC28640.1		ALV12465.1	
N3.HOG0002768	OG0002547	n0		CCC28642.1		ALV12467.1	
N3.HOG0002769	OG0002548	n0		CCC28643.1		ALV12468.1	
N3.HOG0002770	OG0002549	n0		CCC28644.1		ALV13205.1	
N3.HOG0002771	OG0002550	n0		CCC28646.1		ALV13206.1	
N3.HOG0002772	OG0002551	n0		CCC28647.1		ALV12470.1	
N3.HOG0002773	OG0002552	n0		CCC28649.1		ALV12472.1	
N3.HOG0002774	OG0002553	n0		CCC28650.1		ALV12473.1	
N3.HOG0002775	OG0002554	n0		CCC28654.1		ALV12477.1	
N3.HOG0002776	OG0002555	n0		CCC28655.1		ALV12478.1	
N3.HOG0002777	OG0002556	n0		CCC28657.1		ALV12479.1	
N3.HOG0002778	OG0002557	n0		CCC28659.1		ALV12481.1	
N3.HOG0002779	OG0002558	n0		CCC28660.1		ALV12482.1	
N3.HOG0002780	OG0002559	n0		CCC28668.1		ALV13208.1	
N3.HOG0002781	OG0002560	n0		CCC28696.1		ALV12516.1	
N3.HOG0002782	OG0002561	n0		CCC28697.1		ALV12517.1	
N3.HOG0002783	OG0002562	n0		CCC28702.1		ALV13210.1	
N3.HOG0002784	OG0002563	n0		CCC28709.1		ALV12524.1	
N3.HOG0002785	OG0002564	n0		CCC28725.1		ALV13216.1	
N3.HOG0002786	OG0002565	n0		CCC28726.1		ALV12536.1	
N3.HOG0002787	OG0002566	n0		CCC28727.1		ALV12537.1	
N3.HOG0002788	OG0002567	n0		CCC28732.1		ALV12541.1	
N3.HOG0002789	OG0002568	n0		CCC28733.1		ALV13218.1	
N3.HOG0002790	OG0002569	n0		CCC28734.1		ALV12542.1	
N3.HOG0002791	OG0002570	n0		CCC28735.1		ALV12543.1	
N3.HOG0002792	OG0002571	n0		CCC28736.1		ALV13219.1	
N3.HOG0002793	OG0002572	n0		CCC28737.1		ALV12544.1	
N3.HOG0002794	OG0002573	n0		CCC28742.1		ALV12548.1	
N3.HOG0002795	OG0002574	n0		CCC28743.1		ALV12549.1	
N3.HOG0002796	OG0002575	n0		CCC28761.1		ALV12567.1	
N3.HOG0002797	OG0002576	n0		CCC28764.1			
N3.HOG0002798	OG0002577	n0		CCC28765.1		ALV12569.1	
N3.HOG0002799	OG0002578	n0		CCC28766.1		ALV12570.1	
N3.HOG0002800	OG0002579	n0		CCC28767.1		ALV12571.1	
N3.HOG0002801	OG0002580	n0		CCC28768.1		ALV12572.1	
N3.HOG0002802	OG0002581	n0		CCC28769.1		ALV12573.1	
N3.HOG0002803	OG0002582	n0		CCC28770.1		ALV12574.1	
N3.HOG0002804	OG0002583	n0		CCC28771.1		ALV12575.1	
N3.HOG0002805	OG0002584	n0		CCC28775.1		ALV12577.1	
N3.HOG0002806	OG0002585	n0		CCC28777.1		ALV12579.1	
N3.HOG0002807	OG0002586	n0		CCC28778.1		ALV12580.1	
N3.HOG0002808	OG0002587	n0		CCC28779.1		ALV13223.1	
N3.HOG0002809	OG0002588	n0		CCC28780.1		ALV12581.1	
N3.HOG0002810	OG0002589	n0		CCC28781.1		ALV12582.1	
N3.HOG0002811	OG0002590	n0		CCC28788.1			
N3.HOG0002812	OG0002591	n0		CCC28789.1		ALV12589.1	
N3.HOG0002813	OG0002592	n0		CCC28790.1		ALV12590.1	
N3.HOG0002814	OG0002593	n0		CCC28803.1		ALV13224.1	
N3.HOG0002815	OG0002594	n0		CCC28804.1		ALV12603.1	
N3.HOG0002816	OG0002595	n0		CCC28808.1		ALV13226.1	
N3.HOG0002817	OG0002596	n0		CCC28809.1		ALV12606.1	
N3.HOG0002818	OG0002597	n0		CCC28824.1, CCC28955.1		ALV12616.1	
N3.HOG0002819	OG0002598	n0		CCC28837.1		ALV12625.1	
N3.HOG0002820	OG0002599	n0		CCC28838.1		ALV12626.1	
N3.HOG0002821	OG0002600	n0		CCC28839.1		ALV12627.1	
N3.HOG0002822	OG0002601	n0		CCC28840.1		ALV12628.1	
N3.HOG0002823	OG0002602	n0		CCC28841.1		ALV13230.1	
N3.HOG0002824	OG0002603	n0		CCC28842.1		ALV12629.1	
N3.HOG0002825	OG0002604	n0		CCC28844.1		ALV12631.1	
N3.HOG0002826	OG0002605	n0		CCC28846.1		ALV12633.1	
N3.HOG0002827	OG0002606	n0		CCC28857.1		ALV12643.1	
N3.HOG0002828	OG0002607	n0		CCC28872.1		ALV12656.1	
N3.HOG0002829	OG0002608	n0		CCC28881.1		ALV12665.1	
N3.HOG0002830	OG0002609	n0		CCC28895.1		ALV13238.1	
N3.HOG0002831	OG0002610	n0		CCC28902.1		ALV12684.1	
N3.HOG0002832	OG0002611	n0		CCC28903.1		ALV12685.1	
N3.HOG0002833	OG0002612	n0		CCC28914.1		ALV12694.1	
N3.HOG0002834	OG0002613	n0		CCC28915.1		ALV12695.1	
N3.HOG0002835	OG0002614	n0		CCC28916.1		ALV13240.1	
N3.HOG0002836	OG0002615	n0		CCC28917.1		ALV12696.1	
N3.HOG0002837	OG0002616	n0		CCC28923.1		ALV12702.1	
N3.HOG0002838	OG0002617	n0		CCC28924.1		ALV12703.1	
N3.HOG0002839	OG0002618	n0		CCC28940.1		ALV12718.1	
N3.HOG0002840	OG0002619	n0		CCC28941.1		ALV12719.1	
N3.HOG0002841	OG0002620	n0		CCC28960.1			
N3.HOG0002842	OG0002621	n0		CCC28963.1		ALV12733.1	
N3.HOG0002843	OG0002622	n0		CCC28965.1		ALV12735.1	
N3.HOG0002844	OG0002623	n0		CCC28966.1		ALV13243.1	
N3.HOG0002845	OG0002624	n0		CCC28967.1		ALV12736.1	
N3.HOG0002846	OG0002625	n0		CCC28968.1		ALV12737.1	
N3.HOG0002847	OG0002626	n0		CCC28972.1		ALV12740.1	
N3.HOG0002848	OG0002627	n0		CCC28973.1		ALV12741.1	
N3.HOG0002849	OG0002628	n0		CCC28974.1		ALV13244.1	
N3.HOG0002850	OG0002629	n0		CCC28975.1		ALV12742.1	
N3.HOG0002851	OG0002630	n0		CCC28976.1		ALV12743.1	
N3.HOG0002852	OG0002631	n0		CCC28978.1		ALV12744.1	
N3.HOG0002853	OG0002632	n0		CCC28985.1		ALV12748.1	
N3.HOG0002854	OG0002633	n0		CCC28986.1		ALV12749.1	
N3.HOG0002855	OG0002634	n0		CCC28987.1		ALV13246.1	
N3.HOG0002856	OG0002635	n0		CCC28989.1		ALV12750.1	
N3.HOG0002857	OG0002636	n0		CCC28995.1		ALV12755.1	
N3.HOG0002858	OG0002637	n0		CCC28997.1		ALV12757.1	
N3.HOG0002859	OG0002638	n0		CCC29006.1		ALV12766.1	
N3.HOG0002860	OG0002639	n0		CCC29007.1		ALV13248.1	
N3.HOG0002861	OG0002641	n0				ALV13222.1	
N3.HOG0002862	OG0002646	n0				ALV12426.1	
N3.HOG0002863	OG0002647	n0				ALV13074.1	
N3.HOG0002864	OG0002648	n0				ALV10113.1	
N3.HOG0002865	OG0002649	n0				ALV10198.1	
N3.HOG0002866	OG0002651	n0				ALV12964.1	
N3.HOG0002867	OG0002655	n0				ALV12754.1	
N3.HOG0002868	OG0002656	n0				ALV11180.1	
N3.HOG0002869	OG0002657	n0				ALV11194.1	
N3.HOG0002870	OG0002659	n0				ALV11331.1	
N3.HOG0002871	OG0002660	n0				ALV09427.1	
N3.HOG0002872	OG0002661	n0				ALV10464.1	
N3.HOG0002873	OG0002663	n0				ALV11754.1	
N3.HOG0002874	OG0002664	n0				ALV12070.1	
N3.HOG0002875	OG0002665	n0				ALV12201.1	
N3.HOG0002876	OG0002666	n0				ALV12966.1	
N3.HOG0002877	OG0002718	-		CCC25828.1, CCC25353.1, CCC25352.1			
N3.HOG0002878	OG0002885	-		CCC26130.1		ALV10239.1, ALV11525.1	
N3.HOG0002879	OG0003556	-		CCC25105.1		ALV09309.1	
N3.HOG0002880	OG0003557	-		CCC25135.1		ALV09336.1	
N3.HOG0002881	OG0003558	-		CCC25409.1		ALV09588.1	
N3.HOG0002882	OG0003560	-		CCC25531.1		ALV09701.1	
N3.HOG0002883	OG0003561	-		CCC25546.1		ALV09714.1	
N3.HOG0002884	OG0003562	-		CCC25656.1		ALV12832.1	
N3.HOG0002885	OG0003563	-		CCC25689.1		ALV09836.1	
N3.HOG0002886	OG0003564	-		CCC25696.1		ALV09842.1	
N3.HOG0002887	OG0003565	-		CCC25747.1		ALV09890.1	
N3.HOG0002888	OG0003566	-		CCC25770.1		ALV09912.1	
N3.HOG0002889	OG0003567	-		CCC25780.1		ALV09924.1	
N3.HOG0002890	OG0003568	-		CCC25827.1		ALV12849.1	
N3.HOG0002891	OG0003569	-		CCC25911.1		ALV12858.1	
N3.HOG0002892	OG0003570	-		CCC25922.1		ALV10056.1	
N3.HOG0002893	OG0003571	-		CCC26023.1		ALV10142.1	
N3.HOG0002894	OG0003572	-		CCC26028.1		ALV10145.1	
N3.HOG0002895	OG0003573	-		CCC26128.1		ALV10237.1	
N3.HOG0002896	OG0003574	-		CCC26139.1		ALV10249.1	
N3.HOG0002897	OG0003575	-		CCC26140.1		ALV10250.1	
N3.HOG0002898	OG0003576	-		CCC26174.1		ALV10276.1	
N3.HOG0002899	OG0003577	-		CCC26176.1		ALV10279.1	
N3.HOG0002900	OG0003581	-		CCC26468.1		ALV10535.1	
N3.HOG0002901	OG0003582	-		CCC26471.1		ALV10538.1	
N3.HOG0002902	OG0003583	-		CCC26528.1		ALV10588.1	
N3.HOG0002903	OG0003584	-		CCC26596.1		ALV10654.1	
N3.HOG0002904	OG0003593	-		CCC26644.1		ALV10684.1	
N3.HOG0002905	OG0003595	-		CCC26841.1		ALV10850.1	
N3.HOG0002906	OG0003596	-		CCC26857.1		ALV10863.1	
N3.HOG0002907	OG0003597	-		CCC26897.1		ALV10898.1	
N3.HOG0002908	OG0003600	-		CCC27039.1		ALV11024.1	
N3.HOG0002909	OG0003601	-		CCC27169.1		ALV11147.1	
N3.HOG0002910	OG0003602	-		CCC27171.1		ALV11149.1	
N3.HOG0002911	OG0003603	-		CCC27336.1		ALV13034.1	
N3.HOG0002912	OG0003604	-		CCC27349.1		ALV11307.1	
N3.HOG0002913	OG0003606	-		CCC27366.1		ALV11323.1	
N3.HOG0002914	OG0003607	-		CCC27383.1		ALV11337.1	
N3.HOG0002915	OG0003609	-		CCC27386.1		ALV11339.1	
N3.HOG0002916	OG0003610	-		CCC27391.1		ALV13041.1	
N3.HOG0002917	OG0003611	-		CCC27485.1		ALV11423.1	
N3.HOG0002918	OG0003612	-		CCC27538.1		ALV11469.1	
N3.HOG0002919	OG0003613	-		CCC27539.1		ALV11470.1	
N3.HOG0002920	OG0003614	-		CCC27566.1		ALV11493.1	
N3.HOG0002921	OG0003615	-		CCC27574.1		ALV11500.1	
N3.HOG0002922	OG0003616	-		CCC27632.1		ALV11558.1	
N3.HOG0002923	OG0003617	-		CCC27686.1		ALV11607.1	
N3.HOG0002924	OG0003618	-		CCC27703.1		ALV11622.1	
N3.HOG0002925	OG0003621	-		CCC27830.1		ALV11729.1	
N3.HOG0002926	OG0003622	-		CCC27849.1		ALV11747.1	
N3.HOG0002927	OG0003624	-		CCC27946.1		ALV11842.1	
N3.HOG0002928	OG0003625	-		CCC28004.1		ALV11891.1	
N3.HOG0002929	OG0003626	-		CCC28035.1		ALV13116.1	
N3.HOG0002930	OG0003627	-		CCC28046.1		ALV11927.1	
N3.HOG0002931	OG0003630	-		CCC28200.1		ALV12058.1	
N3.HOG0002932	OG0003633	-		CCC28305.1		ALV12149.1	
N3.HOG0002933	OG0003634	-		CCC28433.1		ALV12294.1	
N3.HOG0002934	OG0003639	-		CCC28648.1		ALV12471.1	
N3.HOG0002935	OG0003640	-		CCC28681.1		ALV12502.1	
N3.HOG0002936	OG0003641	-		CCC28715.1		ALV12529.1	
N3.HOG0002937	OG0003642	-		CCC28729.1		ALV12539.1	
N3.HOG0002938	OG0003645	-		CCC28948.1		ALV12726.1	
N3.HOG0002939	OG0003646	-		CCC28949.1		ALV12727.1	
N3.HOG0002940	OG0003647	-		CCC28950.1		ALV12728.1	
